step,train,valid,trainavg,validavg
951,40.1000022888,34.8958313465,39.7100007534,35.0208330154
952,38.3499979973,33.7499976158,40.0900006294,34.8749995232
953,40.8500015736,34.375,40.1400005817,34.6874988079
954,41.1000013351,35.1041674614,39.8199999332,34.8958325386
955,40.2999997139,35.3124976158,40.0900006294,35.5624997616
956,38.4999990463,35.9375,39.810000658,35.9583330154
957,39.7000014782,37.0833337307,39.810000658,36.2708330154
958,39.4500017166,36.3541662693,39.7000002861,36.2083339691
959,41.1000013351,36.6666674614,39.7800004482,36.0833334923
960,39.7499978542,35.0000023842,40.3200006485,35.7083332539
961,38.8999998569,35.3124976158,40.2400004864,35.7083332539
962,42.4000024796,35.2083325386,39.8699998856,35.8749997616
963,39.050000906,36.3541662693,40.0400006771,36.3749992847
964,39.2499983311,37.5,40.1900005341,36.3333332539
965,40.600001812,37.5,39.6500003338,36.8124997616
966,39.6499991417,35.1041674614,39.7399997711,36.7708337307
967,39.7000014782,37.6041650772,40.0999999046,36.6666674614
968,39.4999980927,36.1458361149,40.4899990559,36.7291676998
969,41.0499989986,36.9791686535,40.5899989605,37.2916674614
970,42.5499975681,37.8125011921,40.8099985123,37.2500014305
971,40.1499986649,37.9166662693,41.099998951,37.4166679382
972,40.7999992371,37.3958349228,41.0699987411,37.541667223
973,40.9500002861,36.9791686535,40.7699990273,37.3750007153
974,40.8999979496,37.6041650772,40.7299995422,37.229167223
975,41.0499989986,36.9791686535,41.0000002384,36.8124997616
976,39.9500012398,37.1874988079,41.3800001144,36.9583332539
977,42.150002718,35.3124976158,41.1000001431,37.229167223
978,42.8499996662,37.7083361149,40.1200008392,36.7500007153
979,39.4999980927,38.9583349228,40.0400006771,36.5625011921
980,36.1500024796,34.5833361149,39.4000005722,36.7500019073
981,39.5500004292,36.2500011921,38.5800004005,36.6041684151
982,38.9500021935,36.2500011921,38.4800004959,36.1875009537
983,38.7499988079,36.9791686535,39.5799994469,36.5208339691
984,38.9999985695,36.8749976158,39.7999989986,36.7291665077
985,41.6499972343,36.2500011921,39.9299991131,36.7916667461
986,40.649998188,37.2916638851,40.6099998951,36.7291665077
987,39.6000027657,36.5625023842,41.0000002384,36.8333339691
988,42.150002718,36.6666674614,40.6500005722,37.2083342075
989,40.9500002861,37.3958349228,40.5500006676,36.9375014305
990,39.8999989033,38.1250023842,40.6500005722,37.0833337307
991,40.1499986649,35.9375,39.9800002575,37.0000004768
992,40.1000022888,37.2916638851,40.2400004864,37.0000004768
993,38.8000011444,36.2500011921,40.5500006676,36.8958330154
994,42.2500014305,37.3958349228,40.7000005245,37.3541665077
995,41.4499998093,37.6041650772,40.7000005245,37.4375009537
996,40.8999979496,38.2291674614,41.2699997425,37.4791669846
997,40.1000022888,37.7083361149,40.9700000286,37.4374997616
998,41.6499972343,36.4583313465,41.0199999809,37.2708332539
999,40.750002861,37.1874988079,41.0199999809,37.2708332539
1000,41.6999995708,36.7708325386,41.0199999809,37.2708332539
